"priority","pack_id","year","make","model","trim","powertrain","segment","oem_family","schedule_kind","source_tier","primary_pdf_url","alternate_pdf_urls","manual_type","maintenance_section_title","manual_share_applied","shared_from_pack_id","estimated_pdf_pages","http_status","content_type","sha256_if_downloaded","confidence","notes","blocked_reason"
"407","audi-a5-2025-premium-plus","2025","Audi","A5","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","","200","text/html;charset=ISO-8859-1","","0.00","Rejected candidate after live verification: https://audi-us.erwin-store.com/erwin/onlineview.sealed?articleId=188879","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"408","audi-a5-2025-prestige","2025","Audi","A5","Prestige","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","","200","text/html;charset=ISO-8859-1","","0.00","Rejected candidate after live verification: https://audi-us.erwin-store.com/erwin/onlineview.sealed?articleId=188879","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"409","audi-a5-2024-premium","2024","Audi","A5","Premium","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2024 US maintenance-schedule PDF (articleId=188746), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"410","audi-a5-2024-premium-plus","2024","Audi","A5","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2024 US maintenance-schedule PDF (articleId=188746), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"411","audi-a5-2024-prestige","2024","Audi","A5","Prestige","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2024 US maintenance-schedule PDF (articleId=188746), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"412","audi-a5-2023-premium","2023","Audi","A5","Premium","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2023 US maintenance-schedule PDF (articleId=188747), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"413","audi-a5-2023-premium-plus","2023","Audi","A5","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2023 US maintenance-schedule PDF (articleId=188747), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"414","audi-a5-2023-prestige","2023","Audi","A5","Prestige","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2023 US maintenance-schedule PDF (articleId=188747), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"415","audi-a5-2022-premium","2022","Audi","A5","Premium","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2021/MC-10190993-0001.pdf","","maintenance_schedule","MY 2022 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a4-2022-premium","4","200","application/pdf","1d2de0f4ddc8bd580bc502f58fd49e3730cf69b4a987676d6d986166b00a0990","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 71583 bytes.",""
"416","audi-a5-2022-premium-plus","2022","Audi","A5","Premium Plus","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2021/MC-10190993-0001.pdf","","maintenance_schedule","MY 2022 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a4-2022-premium","4","200","application/pdf","1d2de0f4ddc8bd580bc502f58fd49e3730cf69b4a987676d6d986166b00a0990","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 71583 bytes.",""
"417","audi-a5-2022-prestige","2022","Audi","A5","Prestige","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2021/MC-10190993-0001.pdf","","maintenance_schedule","MY 2022 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a4-2022-premium","4","200","application/pdf","1d2de0f4ddc8bd580bc502f58fd49e3730cf69b4a987676d6d986166b00a0990","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 71583 bytes.",""
"418","audi-a5-2021-premium","2021","Audi","A5","Premium","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2021/MC-10199712-0001.pdf","","maintenance_schedule","MY 2021 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a4-2021-premium","6","200","application/pdf","21d6792b78ea9c1893c70f8432dee4ed7daa91cc13d7e22c1a19ea0e7aa35f6b","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 94793 bytes.",""
"419","audi-a5-2021-premium-plus","2021","Audi","A5","Premium Plus","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2021/MC-10199712-0001.pdf","","maintenance_schedule","MY 2021 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a4-2021-premium","6","200","application/pdf","21d6792b78ea9c1893c70f8432dee4ed7daa91cc13d7e22c1a19ea0e7aa35f6b","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 94793 bytes.",""
"420","audi-a5-2021-prestige","2021","Audi","A5","Prestige","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2021/MC-10199712-0001.pdf","","maintenance_schedule","MY 2021 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a4-2021-premium","6","200","application/pdf","21d6792b78ea9c1893c70f8432dee4ed7daa91cc13d7e22c1a19ea0e7aa35f6b","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 94793 bytes.",""
"421","audi-a5-2020-premium","2020","Audi","A5","Premium","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2019/MC-10164490-0001.pdf","","maintenance_schedule","MY 2020 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a4-2020-premium","5","200","application/pdf","0e1cf277f0e3709cb269759b55245117e63fcf109c247e58501ccd13f50a8bfb","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 88236 bytes.",""
"422","audi-a5-2020-premium-plus","2020","Audi","A5","Premium Plus","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2019/MC-10164490-0001.pdf","","maintenance_schedule","MY 2020 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a4-2020-premium","5","200","application/pdf","0e1cf277f0e3709cb269759b55245117e63fcf109c247e58501ccd13f50a8bfb","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 88236 bytes.",""
"423","audi-a5-2020-prestige","2020","Audi","A5","Prestige","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2019/MC-10164490-0001.pdf","","maintenance_schedule","MY 2020 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a4-2020-premium","5","200","application/pdf","0e1cf277f0e3709cb269759b55245117e63fcf109c247e58501ccd13f50a8bfb","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 88236 bytes.",""
"424","audi-a5-2019-premium","2019","Audi","A5","Premium","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2020/MC-10171067-0001.pdf","","maintenance_schedule","MY 2019 Maintenance Intervals - USA","yes","audi-a4-2019-premium","5","200","application/pdf","cfccb155d828a2ed9dcfb1f798d0afbfeba1cd59f8803c7909a588cdbf18e4f3","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 88825 bytes.",""
"425","audi-a5-2019-premium-plus","2019","Audi","A5","Premium Plus","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2020/MC-10171067-0001.pdf","","maintenance_schedule","MY 2019 Maintenance Intervals - USA","yes","audi-a4-2019-premium","5","200","application/pdf","cfccb155d828a2ed9dcfb1f798d0afbfeba1cd59f8803c7909a588cdbf18e4f3","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 88825 bytes.",""
"426","audi-a5-2019-prestige","2019","Audi","A5","Prestige","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2020/MC-10171067-0001.pdf","","maintenance_schedule","MY 2019 Maintenance Intervals - USA","yes","audi-a4-2019-premium","5","200","application/pdf","cfccb155d828a2ed9dcfb1f798d0afbfeba1cd59f8803c7909a588cdbf18e4f3","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 88825 bytes.",""
"427","audi-a5-2018-premium","2018","Audi","A5","Premium","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2019/MC-10155701-9999.pdf","https://audi-us.erwin-store.com/erwin/showArticleProperties.do?articleId=175574","maintenance_schedule","MY 2018 Maintenance Intervals - USA","yes","audi-a4-2018-premium","4","200","application/pdf","8ddd3e192c55424b86b39ba05d4b3ea6fa008fa4325b4c255f360bd62c575217","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 70757 bytes.",""
"428","audi-a5-2018-premium-plus","2018","Audi","A5","Premium Plus","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2019/MC-10155701-9999.pdf","https://audi-us.erwin-store.com/erwin/showArticleProperties.do?articleId=175574","maintenance_schedule","MY 2018 Maintenance Intervals - USA","yes","audi-a4-2018-premium","4","200","application/pdf","8ddd3e192c55424b86b39ba05d4b3ea6fa008fa4325b4c255f360bd62c575217","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 70757 bytes.",""
"429","audi-a5-2018-prestige","2018","Audi","A5","Prestige","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2019/MC-10155701-9999.pdf","https://audi-us.erwin-store.com/erwin/showArticleProperties.do?articleId=175574","maintenance_schedule","MY 2018 Maintenance Intervals - USA","yes","audi-a4-2018-premium","4","200","application/pdf","8ddd3e192c55424b86b39ba05d4b3ea6fa008fa4325b4c255f360bd62c575217","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. A5 uses the same Audi all-model model-year schedule as A4 per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 70757 bytes.",""
"430","audi-a6-2025-premium","2025","Audi","A6","Premium","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","","200","text/html;charset=ISO-8859-1","","0.00","Rejected candidate after live verification: https://audi-us.erwin-store.com/erwin/onlineview.sealed?articleId=188879","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"431","audi-a6-2025-premium-plus","2025","Audi","A6","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","","200","text/html;charset=ISO-8859-1","","0.00","Rejected candidate after live verification: https://audi-us.erwin-store.com/erwin/onlineview.sealed?articleId=188879","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"432","audi-a6-2025-prestige","2025","Audi","A6","Prestige","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","","200","text/html;charset=ISO-8859-1","","0.00","Rejected candidate after live verification: https://audi-us.erwin-store.com/erwin/onlineview.sealed?articleId=188879","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"433","audi-a6-2024-premium","2024","Audi","A6","Premium","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2024 US maintenance-schedule PDF (articleId=188746), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"434","audi-a6-2024-premium-plus","2024","Audi","A6","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2024 US maintenance-schedule PDF (articleId=188746), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"435","audi-a6-2024-prestige","2024","Audi","A6","Prestige","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2024 US maintenance-schedule PDF (articleId=188746), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"436","audi-a6-2023-premium","2023","Audi","A6","Premium","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2023 US maintenance-schedule PDF (articleId=188747), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"437","audi-a6-2023-premium-plus","2023","Audi","A6","Premium Plus","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2023 US maintenance-schedule PDF (articleId=188747), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"438","audi-a6-2023-prestige","2023","Audi","A6","Prestige","","luxury_sedan","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2023 US maintenance-schedule PDF (articleId=188747), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"439","audi-a6-2022-premium","2022","Audi","A6","Premium","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2021/MC-10190993-0001.pdf","","maintenance_schedule","MY 2022 Maintenance Intervals Gas and Hybrid Models - USA","no","","4","200","application/pdf","1d2de0f4ddc8bd580bc502f58fd49e3730cf69b4a987676d6d986166b00a0990","0.90","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. URL verification passed: HTTP 200, application/pdf, %PDF magic, 71583 bytes.",""
"440","audi-a6-2022-premium-plus","2022","Audi","A6","Premium Plus","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2021/MC-10190993-0001.pdf","","maintenance_schedule","MY 2022 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a6-2022-premium","4","200","application/pdf","1d2de0f4ddc8bd580bc502f58fd49e3730cf69b4a987676d6d986166b00a0990","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. Schedule shared across trims per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 71583 bytes.",""
"441","audi-a6-2022-prestige","2022","Audi","A6","Prestige","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2021/MC-10190993-0001.pdf","","maintenance_schedule","MY 2022 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a6-2022-premium","4","200","application/pdf","1d2de0f4ddc8bd580bc502f58fd49e3730cf69b4a987676d6d986166b00a0990","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. Schedule shared across trims per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 71583 bytes.",""
"442","audi-a6-2021-premium","2021","Audi","A6","Premium","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2021/MC-10199712-0001.pdf","","maintenance_schedule","MY 2021 Maintenance Intervals Gas and Hybrid Models - USA","no","","6","200","application/pdf","21d6792b78ea9c1893c70f8432dee4ed7daa91cc13d7e22c1a19ea0e7aa35f6b","0.90","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. URL verification passed: HTTP 200, application/pdf, %PDF magic, 94793 bytes.",""
"443","audi-a6-2021-premium-plus","2021","Audi","A6","Premium Plus","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2021/MC-10199712-0001.pdf","","maintenance_schedule","MY 2021 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a6-2021-premium","6","200","application/pdf","21d6792b78ea9c1893c70f8432dee4ed7daa91cc13d7e22c1a19ea0e7aa35f6b","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. Schedule shared across trims per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 94793 bytes.",""
"444","audi-a6-2021-prestige","2021","Audi","A6","Prestige","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2021/MC-10199712-0001.pdf","","maintenance_schedule","MY 2021 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a6-2021-premium","6","200","application/pdf","21d6792b78ea9c1893c70f8432dee4ed7daa91cc13d7e22c1a19ea0e7aa35f6b","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. Schedule shared across trims per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 94793 bytes.",""
"445","audi-a6-2020-premium","2020","Audi","A6","Premium","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2019/MC-10164490-0001.pdf","","maintenance_schedule","MY 2020 Maintenance Intervals Gas and Hybrid Models - USA","no","","5","200","application/pdf","0e1cf277f0e3709cb269759b55245117e63fcf109c247e58501ccd13f50a8bfb","0.90","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. URL verification passed: HTTP 200, application/pdf, %PDF magic, 88236 bytes.",""
"446","audi-a6-2020-premium-plus","2020","Audi","A6","Premium Plus","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2019/MC-10164490-0001.pdf","","maintenance_schedule","MY 2020 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a6-2020-premium","5","200","application/pdf","0e1cf277f0e3709cb269759b55245117e63fcf109c247e58501ccd13f50a8bfb","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. Schedule shared across trims per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 88236 bytes.",""
"447","audi-a6-2020-prestige","2020","Audi","A6","Prestige","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2019/MC-10164490-0001.pdf","","maintenance_schedule","MY 2020 Maintenance Intervals Gas and Hybrid Models - USA","yes","audi-a6-2020-premium","5","200","application/pdf","0e1cf277f0e3709cb269759b55245117e63fcf109c247e58501ccd13f50a8bfb","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. Schedule shared across trims per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 88236 bytes.",""
"448","audi-a6-2019-premium","2019","Audi","A6","Premium","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2020/MC-10171067-0001.pdf","","maintenance_schedule","MY 2019 Maintenance Intervals - USA","no","","5","200","application/pdf","cfccb155d828a2ed9dcfb1f798d0afbfeba1cd59f8803c7909a588cdbf18e4f3","0.90","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. URL verification passed: HTTP 200, application/pdf, %PDF magic, 88825 bytes.",""
"449","audi-a6-2019-premium-plus","2019","Audi","A6","Premium Plus","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2020/MC-10171067-0001.pdf","","maintenance_schedule","MY 2019 Maintenance Intervals - USA","yes","audi-a6-2019-premium","5","200","application/pdf","cfccb155d828a2ed9dcfb1f798d0afbfeba1cd59f8803c7909a588cdbf18e4f3","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. Schedule shared across trims per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 88825 bytes.",""
"450","audi-a6-2019-prestige","2019","Audi","A6","Prestige","","luxury_sedan","audi","fixed_interval","C","https://static.nhtsa.gov/odi/tsbs/2020/MC-10171067-0001.pdf","","maintenance_schedule","MY 2019 Maintenance Intervals - USA","yes","audi-a6-2019-premium","5","200","application/pdf","cfccb155d828a2ed9dcfb1f798d0afbfeba1cd59f8803c7909a588cdbf18e4f3","0.85","Exact US model-year Audi of America schedule with extractable interval matrix; official OEM document mirrored by NHTSA. Schedule shared across trims per manual_share_policy. URL verification passed: HTTP 200, application/pdf, %PDF magic, 88825 bytes.",""
"451","audi-q3-2025-premium","2025","Audi","Q3","Premium","","luxury_suv","audi","fixed_interval","D","","","unknown","","no","","","200","text/html;charset=ISO-8859-1","","0.00","Rejected candidate after live verification: https://audi-us.erwin-store.com/erwin/onlineview.sealed?articleId=188879","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"452","audi-q3-2025-premium-plus","2025","Audi","Q3","Premium Plus","","luxury_suv","audi","fixed_interval","D","","","unknown","","no","","","200","text/html;charset=ISO-8859-1","","0.00","Rejected candidate after live verification: https://audi-us.erwin-store.com/erwin/onlineview.sealed?articleId=188879","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"453","audi-q3-2025-prestige","2025","Audi","Q3","Prestige","","luxury_suv","audi","fixed_interval","D","","","unknown","","no","","","200","text/html;charset=ISO-8859-1","","0.00","Rejected candidate after live verification: https://audi-us.erwin-store.com/erwin/onlineview.sealed?articleId=188879","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"454","audi-q3-2024-premium","2024","Audi","Q3","Premium","","luxury_suv","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2024 US maintenance-schedule PDF (articleId=188746), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"455","audi-q3-2024-premium-plus","2024","Audi","Q3","Premium Plus","","luxury_suv","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2024 US maintenance-schedule PDF (articleId=188746), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"456","audi-q3-2024-prestige","2024","Audi","Q3","Prestige","","luxury_suv","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2024 US maintenance-schedule PDF (articleId=188746), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"457","audi-q3-2023-premium","2023","Audi","Q3","Premium","","luxury_suv","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2023 US maintenance-schedule PDF (articleId=188747), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"458","audi-q3-2023-premium-plus","2023","Audi","Q3","Premium Plus","","luxury_suv","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2023 US maintenance-schedule PDF (articleId=188747), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"459","audi-q3-2023-prestige","2023","Audi","Q3","Prestige","","luxury_suv","audi","fixed_interval","D","","","unknown","","no","","0","0","","","0.0","Audi of America erWin catalog identifies an exact 2023 US maintenance-schedule PDF (articleId=188747), but public access exposes metadata only; the PDF endpoint is gated and could not be verified as a standalone public document.","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
