"priority","pack_id","year","make","model","trim","powertrain","segment","oem_family","schedule_kind","source_tier","primary_pdf_url","alternate_pdf_urls","manual_type","maintenance_section_title","manual_share_applied","shared_from_pack_id","estimated_pdf_pages","http_status","content_type","sha256_if_downloaded","confidence","notes","blocked_reason"
"77","bmw-x1-2021-xdrive28i","2021","BMW","X1","xDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2021/5A1BC92_21MY_BMW_Maintenance_FINAL_Print_withCover_111220.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x1-2021-sdrive28i","26","200","application/pdf","3596c1ae0c3e8a25be5da00290b807bebcc75ecacbb8eb102a539622fd63b317","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x1-2021-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 1346051 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1346051 bytes, SHA-256 3596c1ae0c3e8a25be5da00290b807bebcc75ecacbb8eb102a539622fd63b317. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"78","bmw-x1-2020-sdrive28i","2020","BMW","X1","sDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2020/5A0BC07_20MY_BMW_Maintenance_FINAL_Print_withCover_042220.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","no","","27","200","application/pdf","54ce5e875bee4f11673c2ab308f5a776e136a254dd87d9ed6af304b52cd7db2a","0.90","Official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; canonical source for same-MY X1 packs. URL verification passed: HTTP 200, application/pdf, %PDF magic, 2042684 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 2042684 bytes, SHA-256 54ce5e875bee4f11673c2ab308f5a776e136a254dd87d9ed6af304b52cd7db2a. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"79","bmw-x1-2020-xdrive28i","2020","BMW","X1","xDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2020/5A0BC07_20MY_BMW_Maintenance_FINAL_Print_withCover_042220.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x1-2020-sdrive28i","27","200","application/pdf","54ce5e875bee4f11673c2ab308f5a776e136a254dd87d9ed6af304b52cd7db2a","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x1-2020-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 2042684 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 2042684 bytes, SHA-256 54ce5e875bee4f11673c2ab308f5a776e136a254dd87d9ed6af304b52cd7db2a. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"80","bmw-x1-2019-sdrive28i","2019","BMW","X1","sDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2019/2019-BMW-Maintenance.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","no","","36","200","application/pdf","9378017163d6ff1a1e9b6f6ff519474d05832c448db619a36edc573a1dcd259e","0.90","Official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; canonical source for same-MY X1 packs. URL verification passed: HTTP 200, application/pdf, %PDF magic, 1027813 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1027813 bytes, SHA-256 9378017163d6ff1a1e9b6f6ff519474d05832c448db619a36edc573a1dcd259e. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"81","bmw-x1-2019-xdrive28i","2019","BMW","X1","xDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2019/2019-BMW-Maintenance.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x1-2019-sdrive28i","36","200","application/pdf","9378017163d6ff1a1e9b6f6ff519474d05832c448db619a36edc573a1dcd259e","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x1-2019-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 1027813 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1027813 bytes, SHA-256 9378017163d6ff1a1e9b6f6ff519474d05832c448db619a36edc573a1dcd259e. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"82","bmw-x1-2018-sdrive28i","2018","BMW","X1","sDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2018/2018-BMW-Maintenance.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","no","","27","200","application/pdf","436e40aab28d758cb5e1546059cb71f02a0fe3799128f7d1dbd5ee28e21a2b58","0.90","Official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; canonical source for same-MY X1 packs. URL verification passed: HTTP 200, application/pdf, %PDF magic, 953687 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 953687 bytes, SHA-256 436e40aab28d758cb5e1546059cb71f02a0fe3799128f7d1dbd5ee28e21a2b58. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"83","bmw-x1-2018-xdrive28i","2018","BMW","X1","xDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2018/2018-BMW-Maintenance.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x1-2018-sdrive28i","27","200","application/pdf","436e40aab28d758cb5e1546059cb71f02a0fe3799128f7d1dbd5ee28e21a2b58","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x1-2018-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 953687 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 953687 bytes, SHA-256 436e40aab28d758cb5e1546059cb71f02a0fe3799128f7d1dbd5ee28e21a2b58. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"84","bmw-x2-2023-sdrive28i","2023","BMW","X2","sDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2023/BMW-MY-2023-All-Models-Maintenance-(On-line).pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","no","","24","200","application/pdf","f77926d943328b1465e48c161e2151b0e310dd3f3c24e8c693452025157bb4d3","0.90","Official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; canonical source for same-MY X2 packs. URL verification passed: HTTP 200, application/pdf, %PDF magic, 836848 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 836848 bytes, SHA-256 f77926d943328b1465e48c161e2151b0e310dd3f3c24e8c693452025157bb4d3. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"85","bmw-x2-2023-xdrive28i","2023","BMW","X2","xDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2023/BMW-MY-2023-All-Models-Maintenance-(On-line).pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x2-2023-sdrive28i","24","200","application/pdf","f77926d943328b1465e48c161e2151b0e310dd3f3c24e8c693452025157bb4d3","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x2-2023-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 836848 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 836848 bytes, SHA-256 f77926d943328b1465e48c161e2151b0e310dd3f3c24e8c693452025157bb4d3. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"86","bmw-x2-2023-m35i","2023","BMW","X2","M35i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2023/BMW-MY-2023-All-Models-Maintenance-(On-line).pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x2-2023-sdrive28i","24","200","application/pdf","f77926d943328b1465e48c161e2151b0e310dd3f3c24e8c693452025157bb4d3","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x2-2023-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 836848 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 836848 bytes, SHA-256 f77926d943328b1465e48c161e2151b0e310dd3f3c24e8c693452025157bb4d3. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"87","bmw-x2-2022-sdrive28i","2022","BMW","X2","sDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2022/BMW_2022_All_Models_Maintenance_ADA.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","no","","27","200","application/pdf","bde6822fd8b30af841919e52d6f192e5ebdd07a0cde44e852d91db022bae0cfb","0.90","Official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; canonical source for same-MY X2 packs. URL verification passed: HTTP 200, application/pdf, %PDF magic, 921173 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 921173 bytes, SHA-256 bde6822fd8b30af841919e52d6f192e5ebdd07a0cde44e852d91db022bae0cfb. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"88","bmw-x2-2022-xdrive28i","2022","BMW","X2","xDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2022/BMW_2022_All_Models_Maintenance_ADA.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x2-2022-sdrive28i","27","200","application/pdf","bde6822fd8b30af841919e52d6f192e5ebdd07a0cde44e852d91db022bae0cfb","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x2-2022-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 921173 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 921173 bytes, SHA-256 bde6822fd8b30af841919e52d6f192e5ebdd07a0cde44e852d91db022bae0cfb. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"89","bmw-x2-2022-m35i","2022","BMW","X2","M35i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2022/BMW_2022_All_Models_Maintenance_ADA.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x2-2022-sdrive28i","27","200","application/pdf","bde6822fd8b30af841919e52d6f192e5ebdd07a0cde44e852d91db022bae0cfb","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x2-2022-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 921173 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 921173 bytes, SHA-256 bde6822fd8b30af841919e52d6f192e5ebdd07a0cde44e852d91db022bae0cfb. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"90","bmw-x2-2021-sdrive28i","2021","BMW","X2","sDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2021/5A1BC92_21MY_BMW_Maintenance_FINAL_Print_withCover_111220.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","no","","26","200","application/pdf","3596c1ae0c3e8a25be5da00290b807bebcc75ecacbb8eb102a539622fd63b317","0.90","Official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; canonical source for same-MY X2 packs. URL verification passed: HTTP 200, application/pdf, %PDF magic, 1346051 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1346051 bytes, SHA-256 3596c1ae0c3e8a25be5da00290b807bebcc75ecacbb8eb102a539622fd63b317. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"91","bmw-x2-2021-xdrive28i","2021","BMW","X2","xDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2021/5A1BC92_21MY_BMW_Maintenance_FINAL_Print_withCover_111220.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x2-2021-sdrive28i","26","200","application/pdf","3596c1ae0c3e8a25be5da00290b807bebcc75ecacbb8eb102a539622fd63b317","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x2-2021-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 1346051 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1346051 bytes, SHA-256 3596c1ae0c3e8a25be5da00290b807bebcc75ecacbb8eb102a539622fd63b317. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"92","bmw-x2-2021-m35i","2021","BMW","X2","M35i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2021/5A1BC92_21MY_BMW_Maintenance_FINAL_Print_withCover_111220.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x2-2021-sdrive28i","26","200","application/pdf","3596c1ae0c3e8a25be5da00290b807bebcc75ecacbb8eb102a539622fd63b317","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x2-2021-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 1346051 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1346051 bytes, SHA-256 3596c1ae0c3e8a25be5da00290b807bebcc75ecacbb8eb102a539622fd63b317. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"93","bmw-x2-2020-sdrive28i","2020","BMW","X2","sDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2020/5A0BC07_20MY_BMW_Maintenance_FINAL_Print_withCover_042220.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","no","","27","200","application/pdf","54ce5e875bee4f11673c2ab308f5a776e136a254dd87d9ed6af304b52cd7db2a","0.90","Official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; canonical source for same-MY X2 packs. URL verification passed: HTTP 200, application/pdf, %PDF magic, 2042684 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 2042684 bytes, SHA-256 54ce5e875bee4f11673c2ab308f5a776e136a254dd87d9ed6af304b52cd7db2a. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"94","bmw-x2-2020-xdrive28i","2020","BMW","X2","xDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2020/5A0BC07_20MY_BMW_Maintenance_FINAL_Print_withCover_042220.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x2-2020-sdrive28i","27","200","application/pdf","54ce5e875bee4f11673c2ab308f5a776e136a254dd87d9ed6af304b52cd7db2a","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x2-2020-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 2042684 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 2042684 bytes, SHA-256 54ce5e875bee4f11673c2ab308f5a776e136a254dd87d9ed6af304b52cd7db2a. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"95","bmw-x2-2020-m35i","2020","BMW","X2","M35i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2020/5A0BC07_20MY_BMW_Maintenance_FINAL_Print_withCover_042220.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x2-2020-sdrive28i","27","200","application/pdf","54ce5e875bee4f11673c2ab308f5a776e136a254dd87d9ed6af304b52cd7db2a","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x2-2020-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 2042684 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 2042684 bytes, SHA-256 54ce5e875bee4f11673c2ab308f5a776e136a254dd87d9ed6af304b52cd7db2a. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"96","bmw-x2-2019-sdrive28i","2019","BMW","X2","sDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2019/2019-BMW-Maintenance.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","no","","36","200","application/pdf","9378017163d6ff1a1e9b6f6ff519474d05832c448db619a36edc573a1dcd259e","0.90","Official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; canonical source for same-MY X2 packs. URL verification passed: HTTP 200, application/pdf, %PDF magic, 1027813 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1027813 bytes, SHA-256 9378017163d6ff1a1e9b6f6ff519474d05832c448db619a36edc573a1dcd259e. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"97","bmw-x2-2019-xdrive28i","2019","BMW","X2","xDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2019/2019-BMW-Maintenance.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x2-2019-sdrive28i","36","200","application/pdf","9378017163d6ff1a1e9b6f6ff519474d05832c448db619a36edc573a1dcd259e","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x2-2019-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 1027813 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1027813 bytes, SHA-256 9378017163d6ff1a1e9b6f6ff519474d05832c448db619a36edc573a1dcd259e. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"98","bmw-x2-2019-m35i","2019","BMW","X2","M35i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2019/2019-BMW-Maintenance.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x2-2019-sdrive28i","36","200","application/pdf","9378017163d6ff1a1e9b6f6ff519474d05832c448db619a36edc573a1dcd259e","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x2-2019-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 1027813 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1027813 bytes, SHA-256 9378017163d6ff1a1e9b6f6ff519474d05832c448db619a36edc573a1dcd259e. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"99","bmw-x2-2018-sdrive28i","2018","BMW","X2","sDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2018/2018-BMW-Maintenance.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","no","","27","200","application/pdf","436e40aab28d758cb5e1546059cb71f02a0fe3799128f7d1dbd5ee28e21a2b58","0.90","Official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; canonical source for same-MY X2 packs. URL verification passed: HTTP 200, application/pdf, %PDF magic, 953687 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 953687 bytes, SHA-256 436e40aab28d758cb5e1546059cb71f02a0fe3799128f7d1dbd5ee28e21a2b58. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"100","bmw-x2-2018-xdrive28i","2018","BMW","X2","xDrive28i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2018/2018-BMW-Maintenance.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x2-2018-sdrive28i","27","200","application/pdf","436e40aab28d758cb5e1546059cb71f02a0fe3799128f7d1dbd5ee28e21a2b58","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x2-2018-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 953687 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 953687 bytes, SHA-256 436e40aab28d758cb5e1546059cb71f02a0fe3799128f7d1dbd5ee28e21a2b58. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"101","bmw-x2-2018-m35i","2018","BMW","X2","M35i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2018/2018-BMW-Maintenance.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x2-2018-sdrive28i","27","200","application/pdf","436e40aab28d758cb5e1546059cb71f02a0fe3799128f7d1dbd5ee28e21a2b58","0.88","Schedule shared per manual_share_policy=shared_within_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x2-2018-sdrive28i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 953687 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 953687 bytes, SHA-256 436e40aab28d758cb5e1546059cb71f02a0fe3799128f7d1dbd5ee28e21a2b58. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"102","bmw-x3-2025-sdrive30i","2025","BMW","X3","sDrive30i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2025/BMW_MY25_Maintenance_with_BEVs.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","no","","32","200","application/pdf","9f556e4ec58b90ae1d5e97808a45dfb379ce2768faddb638f0995ffb3fffeca0","0.90","Official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; canonical source for same-MY X3 packs. URL verification passed: HTTP 200, application/pdf, %PDF magic, 633540 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 633540 bytes, SHA-256 9f556e4ec58b90ae1d5e97808a45dfb379ce2768faddb638f0995ffb3fffeca0. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"103","bmw-x3-2025-xdrive30i","2025","BMW","X3","xDrive30i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2025/BMW_MY25_Maintenance_with_BEVs.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x3-2025-sdrive30i","32","200","application/pdf","9f556e4ec58b90ae1d5e97808a45dfb379ce2768faddb638f0995ffb3fffeca0","0.88","Schedule shared per manual_share_policy=shared_g01_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x3-2025-sdrive30i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 633540 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 633540 bytes, SHA-256 9f556e4ec58b90ae1d5e97808a45dfb379ce2768faddb638f0995ffb3fffeca0. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"104","bmw-x3-2025-m40i","2025","BMW","X3","M40i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2025/BMW_MY25_Maintenance_with_BEVs.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","yes","bmw-x3-2025-sdrive30i","32","200","application/pdf","9f556e4ec58b90ae1d5e97808a45dfb379ce2768faddb638f0995ffb3fffeca0","0.88","Schedule shared per manual_share_policy=shared_g01_generation; official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; shared from bmw-x3-2025-sdrive30i. URL verification passed: HTTP 200, application/pdf, %PDF magic, 633540 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 633540 bytes, SHA-256 9f556e4ec58b90ae1d5e97808a45dfb379ce2768faddb638f0995ffb3fffeca0. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
"105","bmw-x3-2024-sdrive30i","2024","BMW","X3","sDrive30i","","luxury_suv","bmw","cbs_condition_based","B","https://www.bmwusa.com/content/dam/bmw/marketUS/common/warranty-books/2024/BMW_MY_2024_All_Models_Maintenance_with_BEVs_PC2_4C.pdf","","maintenance_booklet","The BMW Maintenance System / Maintenance Service Summary","no","","36","200","application/pdf","5b0d2ac407e169e5e3bae42bd49c59cf42e6b6cb0f98f41befbc8112c1e84aec","0.90","Official US model-year BMW Maintenance booklet; extractable CBS and Maintenance Service Summary; canonical source for same-MY X3 packs. URL verification passed: HTTP 200, application/pdf, %PDF magic, 445964 bytes. v2 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 445964 bytes, SHA-256 5b0d2ac407e169e5e3bae42bd49c59cf42e6b6cb0f98f41befbc8112c1e84aec. Source discovery is valid; remaining dual_extract_mismatch state requires extractor or creator-review remediation.",""
